,ef__upstroke_downstroke_ratio_long_square,ef__adaptation,ef__threshold_i_long_square,ef__tau,ef__avg_isi,ef__avg_firing_rate,ef__ri,ef__peak_t_ramp,ef__vrest,fast_trough_v_short_square,peak_v_short_square,height,ExIn,line_name
154,3.451443385,0.131189699,130.0,22.67449631,93.34928571,10.71245476,152.5000015,4.295601667,-74.07308451,-54.0000019073,48.289065361,102.289067268,E,Scnn1a-Tg3-Cre
155,3.446369822,0.030694569,110.0,18.37754558,98.96944444,10.10412866,159.3750016,3.629603333,-72.31994218,-55.343752861,46.1015644073,101.445317268,E,Cux2-CreERT2
156,3.441712414,0.219183008,130.0,18.66150436,146.5375,6.82419176,180.9374635,2.202205,-62.41938902,-51.9062530518,44.9250015259,96.8312545777,E,Scnn1a-Tg3-Cre
157,3.436009649,0.012275351,70.0,18.77390629,92.2345,10.84193008,188.1250782,4.483928333,-74.74012358,-53.6406281789,46.4687531789,100.109381358,E,Ntsr1-Cre_GN220
158,3.435799138,0.120390989,90.0,24.53427802,73.387,13.6263916,168.2812899,5.750695,-72.42487979,-55.5052102407,37.4687519073,92.973962148,E,Cux2-CreERT2
159,3.416107392,0.041112783,110.0,16.75707478,126.0371429,7.934169066,114.3750772,6.78766,-74.80862427,-48.8562522888,44.0312515259,92.8875038147,E,Rorb-IRES2-Cre
160,3.410617984,0.000456018,209.9999847,6.054419234,74.62166667,13.4009336,96.87492476,8.00449,-69.54266805,-62.5859413147,24.4687504768,87.0546917915,I,Htr3a-Cre_NO152
161,3.406229534,0.02226991,90.0,23.45477653,59.82033333,16.71672397,181.7187168,2.844325,-80.51883443,-55.6625022888,37.6125022888,93.2750045776,E,Scnn1a-Tg3-Cre
162,3.406010008,0.008371158,130.0,10.86767353,138.005,7.246114271,85.93747509,3.3745425,-70.42255129,-57.0312531789,39.5468762716,96.5781294505,E,Rbp4-Cre_KL100
164,3.390986151,0.050893189,70.0,17.32378122,64.0175,15.62072871,203.5715069,1.934646667,-66.64905014,-49.804690361,40.765627861,90.570318222,E,Scnn1a-Tg3-Cre
165,3.390838593,0.018391987,50.0,36.26998689,58.05166667,17.22603428,230.0446779,2.149955,-73.20815173,-52.2187525431,30.1770846049,82.395837148,E,Rorb-IRES2-Cre
166,3.389332089,0.025949953,70.0,20.42162583,79.6,12.56281407,153.7499279,4.311293333,-68.5057373,-50.7812519073,44.21875,95.0000019073,E,Scnn1a-Tg3-Cre
167,3.388158116,0.01681349,310.0,6.322324282,117.5214286,8.509086489,72.18750048,13.46245,-76.17692546,-64.10625,28.7312507629,92.8375007629,I,Htr3a-Cre_NO152
168,3.38755588,0.004303078,160.0,5.675621941,76.96625,12.99270784,106.25,6.12454,-73.82226894,-62.2250022888,21.8187503815,84.0437526703,I,Htr3a-Cre_NO152
169,3.387519999,0.092932294,90.0,31.35114861,101.3433333,9.867447291,215.6249216,2.722135,-71.10540941,-55.5312507629,37.0375015259,92.5687522888,E,Rorb-IRES2-Cre
170,3.386316592,0.098664882,130.0,24.57412858,113.2871429,8.827127022,95.17855059,4.780653333,-75.06610979,-51.2312515259,43.7000030518,94.9312545777,E,Scnn1a-Tg3-Cre
172,3.369661277,0.032946539,80.0,20.74522921,53.78147059,18.59376453,193.4375402,3.115515,-80.52481201,-60.3312515259,42.0375007629,102.368752289,E,Cux2-CreERT2
173,3.346890699,-0.013156078,209.9999847,5.864745907,88.5375,11.29464916,119.374963,7.077526667,-76.11568124,-60.8375038147,23.9375019073,84.775005722,I,Htr3a-Cre_NO152
174,3.345226704,0.010889814,90.0,14.02677444,87.28,11.45737855,133.5937083,5.652946667,-81.43971252,-52.8875022888,41.5125007629,94.4000030517,E,Scnn1a-Tg3-Cre
175,3.337195855,0.017019734,59.99999619,34.75235816,45.68575,21.88866331,293.437497,1.569125,-64.66160523,-53.7604173024,37.1458346049,90.9062519073,E,Rorb-IRES2-Cre
176,3.334551743,0.020059368,90.0,18.71192011,61.381,16.29168635,178.2811755,2.66781,-79.43047623,-55.6406269073,36.0937519073,91.7343788146,E,Rbp4-Cre_KL100
177,3.328956985,0.118855155,110.0,17.36125827,67.33333333,14.85148515,158.5937923,4.0841725,-81.68398424,-60.609380722,38.3437519073,98.9531326293,E,Cux2-CreERT2
178,3.323303171,0.013216614,50.0,10.58548253,30.81806452,32.44850109,245.3126169,2.44966,-68.38059743,-55.8125015259,22.5437511444,78.3562526703,I,Htr3a-Cre_NO152
179,3.314273098,0.03495193,370.0,11.51414115,116.194375,8.606268591,69.21878884,7.937035,-80.28030853,-56.4500030518,37.6250030518,94.0750061036,E,Rbp4-Cre_KL100
180,3.310382891,0.000640076,190.0,7.848924928,76.35375,13.09693368,98.59386348,7.767671667,-70.51524162,-63.0312515259,22.7875003815,85.8187519074,I,Gad2-IRES-Cre
182,3.302439646,0.064123986,150.0,18.28611689,121.1471429,8.254424961,162.4999266,3.380415,-71.94474139,-46.3828144073,49.6250019073,96.0078163146,E,Rbp4-Cre_KL100
183,3.299929253,0.10049029,90.0,22.86877213,80.45045455,12.43001057,197.8125402,4.281908333,-81.92037601,-47.382815361,25.0078129768,72.3906283378,E,Rorb-IRES2-Cre
184,3.289553505,0.008813592,50.0,28.85037217,76.37454545,13.09336761,200.1562119,3.310366667,-72.72707367,-53.3625022888,35.6687507629,89.0312530517,E,Rorb-IRES2-Cre
185,3.278658837,0.030713634,50.0,22.33011796,75.905,13.17436269,232.8125,1.397676667,-64.32819409,-53.4375007629,48.8750030518,102.312503815,E,Cux2-CreERT2
186,3.27833412,0.028417226,100.0,26.13309514,61.05266667,16.37930093,179.6874637,3.417671667,-80.12923564,-57.9437538147,37.1125015259,95.0562553406,E,Scnn1a-Tg3-Cre
187,3.266752977,0.117267301,210.0,21.16225485,67.90333333,14.72681753,136.2500724,5.508708333,-70.21352834,-56.6015644073,39.25,95.8515644073,E,Scnn1a-Tg3-Cre
188,3.262147359,-0.008477566,209.9999847,7.676596508,109.526875,9.130179237,103.4373865,7.822183333,-71.76810653,-60.1770865122,25.1562512716,85.3333377838,I,Htr3a-Cre_NO152
190,3.257326995,0.029921885,90.0,20.27272437,63.40366667,15.77195851,178.1250057,2.504963333,-70.57510466,-53.2875015259,49.2750030518,102.562504578,E,Nr5a1-Cre
191,3.254222768,0.097564898,110.0,21.11843304,99.84166667,10.01585844,169.6875364,3.527266667,-81.57429286,-54.0989589691,40.8125,94.9114589691,E,Rorb-IRES2-Cre
193,3.246530105,0.01686679,170.0,16.20983979,61.23566667,16.33035214,93.75000267,5.4723,-76.00134311,-53.8625022888,38.3062515259,92.1687538147,E,Rbp4-Cre_KL100
194,3.239066033,0.227778151,170.0,13.22022087,72.46,13.80071764,109.2188674,4.272398333,-69.37343884,-55.3750012716,44.1979179382,99.5729192098,E,Cux2-CreERT2
195,3.237167867,0.047694578,70.0,24.6772535,62.894,15.89976786,210.4686376,3.149208333,-75.30421738,-48.2625022888,40.4937507629,88.7562530517,E,Nr5a1-Cre
196,3.232809458,0.178353475,150.0,18.35035,75.043,13.32569327,130.1561369,4.516908333,-79.26253408,-54.1093788147,39.234375,93.3437538147,E,Nr5a1-Cre
197,3.23259035,0.008528963,20.0,25.34651202,26.01567568,38.43836356,413.4374559,1.72304,-68.58332062,-56.9375022888,42.6187507629,99.5562530517,E,Ctgf-2A-dgCre
198,3.2319186,0.057127401,90.0,18.86019534,52.161,19.17141159,248.1250403,1.276358333,-72.48110562,-59.8385448456,25.6510429382,85.4895877838,E,Cux2-CreERT2
199,3.225951921,0.017474203,200.0,8.003388233,82.59181818,12.10773684,96.09371278,7.756266667,-70.92219899,-63.6510448456,15.630209287,79.2812541326,I,Htr3a-Cre_NO152
200,3.224920624,0.123807141,190.0,25.68148725,125.0533333,7.996588122,102.6561365,12.88914333,-66.18362172,-54.7625038147,35.5375022888,90.3000061035,E,Rorb-IRES2-Cre
203,3.204878873,0.036039073,130.0,19.97474628,110.28625,9.067313468,115.7813273,4.403093333,-75.17479002,-52.898440361,32.2031254768,85.1015658378,E,Rorb-IRES2-Cre
206,3.185888221,0.010021964,29.99999809,16.13203789,44.65333333,22.3947447,238.5937423,2.374093333,-76.06157684,-57.195315361,34.7812519073,91.9765672683,E,Rorb-IRES2-Cre
209,3.165291867,0.012117665,70.0,21.23603938,49.13684211,20.35132819,187.6562834,3.83902,-80.89803314,-54.6875019073,37.6718769073,92.3593788146,E,Nr5a1-Cre
210,3.163968628,0.029594577,140.0,12.6845407,73.89291667,13.53309688,97.18738644,3.595356667,-70.70294698,-54.1687515259,34.3375015259,88.5062530518,E,Rbp4-Cre_KL100
211,3.162449337,0.040829572,70.0,25.7925331,72.73230769,13.74904814,241.5625031,2.841225,-71.71221597,-50.5500015259,18.7875007629,69.3375022888,E,Nr5a1-Cre
212,3.160521131,0.033076632,70.0,22.43945445,48.52605263,20.60748703,199.0625401,4.016388333,-69.71613426,-48.1562519073,36.5989608765,84.7552127838,E,Nr5a1-Cre
213,3.160055504,0.003032678,80.0,16.11111672,62.00133333,16.1286854,119.3749249,3.43368,-67.95280933,-54.0000031789,47.9739602407,101.97396342,E,Rbp4-Cre_KL100
215,3.149129975,0.027340106,190.0,17.53156128,54.83558824,18.23633214,171.0937137,3.106325,-76.95069461,-53.1406269073,43.3437509537,96.484377861,E,Rorb-IRES2-Cre
216,3.139299325,0.258176906,110.0,19.22560111,104.7916667,9.542743539,154.1071102,4.931421667,-78.5532812,-53.8593769073,32.4062509537,86.265627861,E,Scnn1a-Tg3-Cre
218,3.136395181,0.199393343,210.0,16.2623908,151.4933333,6.600950537,135.3125,4.444016667,-69.08444188,-51.8906269073,41.3046875,93.1953144073,E,Scnn1a-Tg3-Cre
219,3.130522738,-0.014471684,310.0,8.780983676,80.54791667,12.41497039,132.8126907,9.06588,-75.24317063,-62.8281294505,23.6562509537,86.4843804042,I,Htr3a-Cre_NO152
221,3.116701594,0.02653563,130.0,23.43396118,97.82,10.22285831,116.7186323,4.983806667,-73.24439573,-51.109377861,28.6484379768,79.7578158378,E,Scnn1a-Tg2-Cre
222,3.10975916,0.016399263,50.0,15.76739219,29.42242424,33.98768204,279.0625083,1.97923,-73.48170792,-56.9062538147,22.5,79.4062538147,I,Htr3a-Cre_NO152
223,3.100378119,0.429715441,70.0,12.57911511,203.98375,4.90235129,199.2188663,4.7775,-72.16985671,-59.3625030518,32.3062519073,91.6687549591,I,Htr3a-Cre_NO152
224,3.098712973,0.01801854,70.0,26.61920523,46.556,21.47950855,212.0312905,2.1342025,-73.92019806,-54.3125025431,33.9791692098,88.2916717529,E,Cux2-CreERT2
225,3.098691821,0.11353204,170.0,15.69021945,91.175,10.96791884,171.5625365,3.482756667,-67.61129325,-57.151043574,33.8177083333,90.9687519073,E,Scnn1a-Tg3-Cre
227,3.085868524,0.016569567,130.0,15.84861269,61.63916667,16.223451,189.0624911,4.698726667,-75.57073453,-53.7410714286,33.0223214286,86.7633928572,E,Nr5a1-Cre
228,3.079882828,0.109238073,170.0,9.574919669,152.815,6.543860223,162.5000779,7.048853333,-68.1852863,-58.9375030518,43.9375015259,102.875004578,I,Htr3a-Cre_NO152
231,3.05838709,0.042162205,70.0,23.60621487,79.65090909,12.55478451,157.3437898,3.876546667,-81.45101261,-53.7437522888,23.9312503815,77.6750026703,E,Scnn1a-Tg3-Cre
233,3.054448847,0.032048152,110.0,21.03391858,63.99535714,15.62613359,155.7812484,4.450938333,-81.75403637,-54.239587148,31.7708326976,86.0104198456,E,Nr5a1-Cre
235,3.04293348,0.032339618,70.0,20.64258035,55.895,17.8906879,213.124964,1.828811667,-76.92847761,-59.161462148,35.1093765895,94.2708387375,E,Cux2-CreERT2
237,3.038636214,0.016471084,50.0,28.24175515,70.415,14.20151956,226.8749975,2.021306667,-72.0171308,-52.40625,33.34375,85.75,E,Nr5a1-Cre
238,3.038266076,0.012144213,30.00000191,13.87335152,20.58916667,48.56923139,287.3437528,2.337845,-68.87921322,-55.6562531789,22.5260426203,78.1822957992,I,Htr3a-Cre_NO152
239,3.035798122,0.007102912,50.0,25.85932025,52.25583333,19.13661952,248.5714201,2.136898333,-75.83566688,-59.2562538147,32.49375,91.7500038147,E,Scnn1a-Tg2-Cre
240,3.026969769,0.018127397,150.0,16.89931814,77.06875,12.97542778,109.8436367,5.830835,-75.08641876,-51.4687522888,45.5562530518,97.0250053406,E,Rbp4-Cre_KL100
241,3.02579884,0.013123567,190.0,6.881217072,60.1221875,16.63279467,112.1875032,7.45598,-70.78634027,-58.7937530518,31.3312515259,90.1250045777,I,Htr3a-Cre_NO152
242,3.020339014,0.031311402,50.0,28.05160511,43.67340909,22.89722787,274.0626171,0.999498333,-64.58759471,-51.6875038147,2.84375,54.5312538147,I,Htr3a-Cre_NO152
245,3.007641274,0.014279348,110.0,13.14019228,59.558125,16.79032038,127.34375,3.47999,-69.23385048,-52.8281269073,32.2812519073,85.1093788146,E,Rbp4-Cre_KL100
246,3.001202232,0.028362582,70.0,20.20297723,83.43909091,11.98479021,232.9687859,2.621445,-76.30123901,-50.3125,40.3437507629,90.6562507629,E,Nr5a1-Cre
247,3.000143663,0.04322366,90.0,23.14522171,101.9722222,9.806592209,180.6250782,2.916505,-70.32825851,-53.835940361,34.1562519073,87.9921922683,E,Rbp4-Cre_KL100
248,2.9997229,0.006289983,50.0,10.52974548,44.70785714,22.36743302,179.6875,2.734688333,-65.23158578,-60.4687538147,28.9375007629,89.4062545776,I,Htr3a-Cre_NO152
250,2.998306414,0.026696392,80.0,17.75608206,71.64541667,13.95762697,158.203125,2.0440925,-74.87202708,-53.1830378941,47.4375038147,100.620541709,E,Nr5a1-Cre
251,2.996615815,0.018039382,70.0,14.97923771,64.09571429,15.60166715,146.0938603,5.145553333,-78.69703674,-52.0062530518,38.4875030518,90.4937561036,E,Scnn1a-Tg3-Cre
252,2.994793419,0.193661455,50.0,46.72634236,89.79125,11.13694263,365.0000808,2.635521667,-76.13786643,-51.0729192098,23.5104179382,74.583337148,E,Rorb-IRES2-Cre
254,2.984997703,0.021709694,50.0,29.73856544,59.43766667,16.8243482,210.9376168,1.778806667,-69.42288505,-53.3359394073,36.3437509537,89.679690361,E,Scnn1a-Tg3-Cre
256,2.980372065,0.152785552,90.0,24.18230622,146.2475,6.837723722,182.0313281,3.216941667,-74.33217826,-50.8062530518,43.0500022888,93.8562553406,E,Cux2-CreERT2
257,2.974194234,0.026731721,70.0,23.19072692,94.2335,10.61193737,166.2499983,2.399041667,-69.40329409,-53.4427089691,41.5885429382,95.0312519073,E,Scnn1a-Tg3-Cre
258,2.96935901,0.086878179,50.0,16.1891006,101.5361111,9.848712828,118.08038,2.382616667,-68.41251293,-50.6250030518,23.7625015259,74.3875045777,E,Rbp4-Cre_KL100
260,2.968604821,0.043409621,90.0,18.72525195,69.74307692,14.33834072,174.2188531,2.361443333,-73.70169873,-53.9187507629,33.9312507629,87.8500015258,E,Nr5a1-Cre
261,2.967689049,0.061491992,90.0,33.20476452,92.6515,10.79313341,197.3437136,2.74606,-72.42431953,-53.3177096049,42.2187519073,95.5364615122,E,Cux2-CreERT2
262,2.965658845,0.092120986,30.00000191,49.70901595,113.670625,8.7973476,331.2500145,1.122135,-61.39540456,-47.0937538147,35.25,82.3437538147,E,Rorb-IRES2-Cre
263,2.9636423,0.037001045,90.0,6.911974903,35.725,27.99160252,148.7500396,5.674301667,-71.99129451,-62.5812545776,36.3437530518,98.9250076294,I,Htr3a-Cre_NO152
264,2.959704012,0.021961569,50.0,36.25402259,61.05,16.38001638,225.0000023,2.147973333,-69.08418588,-53.1458358765,30.7604173024,83.9062531789,E,Rorb-IRES2-Cre
266,2.949762474,0.053710069,230.0,12.52149402,135.6607143,7.371330788,119.3749652,6.453723333,-79.41268133,-62.3333365122,36.6145852407,98.9479217529,E,Ntsr1-Cre_GN220
268,2.948517225,-0.045361179,230.0,6.020378039,83.95136364,11.91165881,96.24988648,8.625286667,-73.30921827,-61.1312530518,29.3875015259,90.5187545777,I,Htr3a-Cre_NO152
269,2.946760152,0.021809859,50.0,40.98778985,52.86222222,18.91710106,304.6874963,2.0511975,-65.39875031,-50.53125,38.2968769073,88.8281269073,E,Scnn1a-Tg2-Cre
270,2.941211355,0.012735403,59.99999619,22.68501016,46.165,21.66143182,189.107141,2.319728333,-77.34208562,-55.0625015259,33.9937507629,89.0562522888,E,Scnn1a-Tg3-Cre
271,2.938654755,0.014401567,30.00000191,29.29155522,58.2290625,17.17355487,278.906291,1.3395925,-67.01102287,-56.1328163147,39.7968759537,95.9296922684,E,Rbp4-Cre_KL100
272,2.934454189,0.001968769,190.0,13.24931953,118.6307143,8.42952018,80.31257707,6.82551,-71.45548657,-55.4937530518,43.7312507629,99.2250038147,E,Rbp4-Cre_KL100
273,2.932376069,0.017026569,50.0,28.96388862,43.84880952,22.80563625,208.2812141,2.197755,-74.98126804,-54.1458339691,24.5000006358,78.6458346049,E,Scnn1a-Tg2-Cre
274,2.931989156,0.011078278,70.0,20.7927241,31.9805,31.26905458,299.1965376,2.188165,-72.3514389,-55.6406269073,41.2187519073,96.8593788146,E,Cux2-CreERT2
275,2.930297207,0.020024604,90.0,21.9923628,77.62272727,12.88282485,182.968752,3.498783333,-76.07033245,-50.958337148,31.0312512716,81.9895884196,E,Nr5a1-Cre
276,2.92948473,0.056602865,90.0,17.79084144,81.56909091,12.25954573,122.1875391,2.719136667,-66.0434563,-49.562502861,30.6328144073,80.1953172683,E,Rorb-IRES2-Cre
279,2.92414701,0.04268286,80.0,24.18523457,55.8046875,17.91964161,206.8750782,2.764366667,-67.18278217,-57.1093781789,24.145834287,81.2552124659,E,Rorb-IRES2-Cre
280,2.893732392,0.15068193,130.0,26.24895209,117.9566667,8.477689547,128.90625,6.134475,-73.0203901,-51.8375015259,23.9500007629,75.7875022888,E,Scnn1a-Tg2-Cre
281,2.883532975,0.003947597,249.9999847,6.658316561,48.35625,20.67985007,105.1562529,8.955321667,-72.05951277,-59.0625022888,22.3250007629,81.3875030517,I,Htr3a-Cre_NO152
282,2.875894375,0.068802619,190.0,19.17765964,67.251,14.86966737,167.9687516,5.419645,-77.26195966,-54.5468759537,42.6562519073,97.203127861,E,Rbp4-Cre_KL100
283,2.874550603,0.055721646,110.0,23.07006129,99.90333333,10.00967602,170.3124982,3.399891667,-78.7213544,-53.4791666667,44.46875,97.9479166667,E,Nr5a1-Cre
284,2.870067211,0.019726424,100.0,18.37599772,101.615,9.841066772,118.7500774,4.950361667,-70.97655222,-52.3437522888,37.3562522888,89.7000045776,E,Rbp4-Cre_KL100
285,2.865483025,0.014065174,30.00000191,42.66362458,43.62545455,22.92239727,330.3124273,1.033105,-61.62726811,-51.242190361,50.921877861,102.164068222,E,Rorb-IRES2-Cre
286,2.861708223,0.043697847,90.0,31.49773591,72.69958333,13.75523702,223.4374979,3.085156667,-72.1346046,-56.3812507629,27.0562503815,83.4375011444,E,Rorb-IRES2-Cre
287,2.842284647,0.251829868,150.0,21.48172339,70.105,14.26431781,170.6250398,4.632706667,-75.34276764,-56.7500030518,26.3000015259,83.0500045777,E,Rbp4-Cre_KL100
288,2.834438656,0.003543847,110.0,8.901542292,46.95675,21.29619277,148.4376224,5.0420425,-69.44979499,-63.3854192098,30.2083346049,93.5937538147,I,Htr3a-Cre_NO152
289,2.831951929,0.013154428,40.0,10.85914995,19.84265306,50.39648664,315.9375031,2.10243,-72.35173757,-58.0937530518,30.9687515259,89.0625045777,I,Htr3a-Cre_NO152
291,2.830946093,0.054231142,110.0,23.31725434,108.42,9.223390518,189.0625,5.213241667,-74.3201517,-56.3312530518,35.89375,92.2250030518,I,Sst-IRES-Cre
292,2.824298795,0.036128323,70.0,20.44479573,76.46125,13.07852017,214.5312904,2.3102125,-74.41047363,-58.0312522888,38.7062522888,96.7375045776,E,Rorb-IRES2-Cre
293,2.816590961,0.069690863,150.0,15.37098262,91.06142857,10.98159798,172.6561755,6.621683333,-77.46816223,-61.3562530518,40.8312515259,102.187504578,E,Scnn1a-Tg3-Cre
294,2.810764605,0.09171283,100.0,25.72254988,73.97625,13.51785201,193.2812521,4.26661,-77.27455971,-50.03125,33.6875025431,83.7187525431,E,Rbp4-Cre_KL100
295,2.809832498,0.02142003,209.9999847,13.67829199,70.8525,14.11382802,115.4686747,7.038306667,-75.91913831,-55.1875015259,43.7250015259,98.9125030518,E,Ntsr1-Cre_GN220
296,2.809441365,0.008572167,50.0,15.18227279,33.89407407,29.5036825,214.6875785,2.09245375,-75.12531433,-60.2447954814,40.1666666667,100.411462148,I,Htr3a-Cre_NO152
297,2.788395393,0.020571736,130.0,10.37717329,53.5075,18.68896884,107.343751,5.844998333,-70.34151591,-53.9375012716,41.9166679382,95.8541692098,E,Nr5a1-Cre
298,2.786975326,0.042987048,50.0,35.49851225,79.42375,12.59069233,348.4373254,2.176565,-71.22652308,-54.1250038147,28.2395852407,82.3645890554,E,Rorb-IRES2-Cre
299,2.782034114,0.118105002,70.0,16.39599328,27.65375,36.16146092,273.9062474,2.702626667,-72.97268909,-59.0875022888,33.7687507629,92.8562530517,I,Htr3a-Cre_NO152
301,2.776299546,0.100740401,70.0,26.95915388,82.64818182,12.09947972,332.8124653,2.37968,-74.89104407,-52.1750030518,24.3437511444,76.5187541962,E,Rorb-IRES2-Cre
302,2.770646473,0.099989276,70.0,14.241879,61.50416667,16.25906104,269.3749643,1.835663333,-76.34947517,-57.429690361,27.3515639305,84.7812542915,E,Cux2-CreERT2
303,2.761461991,0.036267431,150.0,19.56613036,62.17033333,16.08484218,162.8123876,4.485065,-73.97942238,-56.7250030518,40.5125015259,97.2375045777,E,Rorb-IRES2-Cre
305,2.754241708,0.043750029,110.0,9.271709434,25.20416667,39.6759795,159.375,4.53921,-72.20092773,-62.3958358765,30.4687512716,92.8645871481,I,Htr3a-Cre_NO152
307,2.711280671,0.023707307,90.0,14.9501744,51.0925,19.57234428,147.4999251,4.08019,-74.17315857,-56.7812530518,43.2750030518,100.056256104,E,Ntsr1-Cre_GN220
309,2.699684658,-0.014975288,170.0,9.192838042,59.91466667,16.69040413,143.4375013,6.033633333,-69.08218442,-62.4750015259,25.9937507629,88.4687522888,I,Htr3a-Cre_NO152
310,2.698098225,0.00747413,140.0,9.490273691,50.33447368,19.86709956,164.6875425,6.092848333,-68.83401306,-58.677087148,6.94270849228,65.6197956403,I,Htr3a-Cre_NO152
311,2.697730162,0.015330075,190.0,14.27404498,77.66333333,12.8760891,127.031213,7.350746667,-78.63482475,-57.679690361,39.1250009537,96.8046913147,E,Ntsr1-Cre_GN220
